stage_id,title,search_id,audit_lane,q1_class,q2_arch,q3_domain,decision_basis,flag_slm_title,flag_dom_title,priority,human_should_be,human_rationale
S10795,KD-LoRA: A Hybrid Approach to Efficient Fine-Tuning with LoRA and Knowledge Distillation,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on parameter-efficient fine-tuning methods for large language models, which does not align with the inclusion criteria for the review as it does not address a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve small or edge language models for offline emergency guidance."
S12042,More Than One Teacher: Adaptive Multi-Guidance Policy Optimization for Diverse Exploration,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on a reinforcement learning framework for enhancing the reasoning ability of large language models, but it does not specify a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is primarily about improving the performance of LLMs through a multi-teacher strategy, which does not align with the critical mandatory rule for the review."
S11337,Nudging Beyond the Comfort Zone: Efficient Strategy-Guided Exploration for RLVR,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on reinforcement learning and does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is also not related to small or edge language models for offline emergency guidance."
S11173,TerEffic: Highly Efficient Ternary LLM Inference on FPGA,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on the efficient deployment of large language models on edge devices using ternary quantization, but it does not specify any application in a disaster, emergency response, mass casualty, or civilian conflict setting. The context is general and does not meet the critical mandatory rule for Axis C."
S11215,Reason in the Words You Speak: Idiolectal Paraphrasing Off-Policy Traces for Reasoning Distillation in VideoLLMs,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on improving language models through reinforcement learning and does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is also not about small or edge language models, but rather about large language models and their training methods."
S10796,Optimizing Small Language Models for NL2SQL via Chain-of-Thought Fine-Tuning,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on optimizing small language models for NL2SQL tasks, which does not align with the review's focus on disaster, emergency response, or conflict settings. It also does not involve any disaster-related applications or emergency guidance, thus failing the Axis C requirement."
S10885,Efficient Technical Term Translation: A Knowledge Distillation Approach for Parenthetical Terminology Translation,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on technical term translation and does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is also not centered on small or edge language models for offline emergency guidance."
S12199,EdgeFlow: Fast Cold Starts for LLMs on Mobile Devices,AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),True,False,False,correct_OUT,"The paper focuses on optimizing large language model inference for mobile devices, which does not meet the requirement of being centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not discuss the use of small or edge language models for offline emergency guidance."
S10357,Learning to Foresee: Unveiling the Unlocking Efficiency of On-Policy Distillation,AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),True,False,False,correct_OUT,"The paper discusses on-policy distillation for large language models, focusing on the efficiency and mechanisms of the process. It does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting, thus failing the Axis C requirement."
S11081,Sub-goal Distillation: A Method to Improve Small Language Agents,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on improving the performance of small language models through distillation, but it does not specify a disaster, emergency response, mass casualty, or civilian conflict setting. The context is general and does not align with the critical mandatory rule for Axis C."
S11370,Semantic Source Code Segmentation using Small and Large Language Models,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on source code segmentation using language models, which does not align with the disaster, conflict, or emergency response setting. It is also off-topic as it deals with software development and does not provide emergency guidance in disaster or conflict settings."
S11765,Token Encoding for Semantic Recovery,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on a token encoding framework for robust semantic recovery in generative semantic communication, which does not directly address a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is also not centered on small or edge language models for offline emergency guidance."
S11379,TRIM: Token Reduction and Inference Modeling for Cost-Effective Language Generation,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on optimizing large language models for cost-effectiveness, but does not specify a disaster, emergency response, mass casualty, or civilian conflict setting. It also does not discuss the use of small or edge language models directly in such settings."
S0999,Managing Information Volatility and Density in Academic and Vocational Guidance: Modeling a RAG-based Chatbot for Guidance Counselors in Morocco,OA_q30,OA_broad_10pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses the use of AI in an educational context, specifically for guidance counselors in Morocco, which does not meet the Axis C requirement."
S10359,Boost Post-Training Quantization via Null Space Optimization for Large Language Models,AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),True,False,False,correct_OUT,"The paper focuses on post-training quantization methods for large language models, which does not align with the requirement of being centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not discuss small or edge language models, and is not related to the application of LLMs in disaster or conflict settings."
