stage_id,source,search_id,title,year,q1_class,q2_arch,q3_domain,e1_nonenglish,e2_doctype,e3_fulltext,e4_largeonly,e5_no_lm,e6_wargame,e7_no_domain,provisional_class,decision_basis,evidence,screener,decision_ts,notes,dedup_status,human_should_be,human_rationale,reviewer,review_date
S5370,arxiv,AX_q3,Dynamic Deep Factor Graph for Multi-Agent Reinforcement Learning,2024,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q2: 'Central to DDFG is a graph structure generation policy that innovatively generates factor graph structures on-the-fly, effectively addressing the dynamic collaboration requirements among agents.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T04:18:43,,canonical,correct_OUT,"The paper focuses on a novel algorithm for multi-agent reinforcement learning (MARL) and does not address any of the specified domains (disaster, emergency response, mass casualty, civilian conflict/war humanitarian settings) or the use of language models. It is purely off-topic for the given systematic review.",,
S1618,openalex,OA_q34,Current Applications of Chatbots Powered by Large Language Models in Oral and Maxillofacial Surgery: A Systematic Review,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Chatbots powered by large language models (LLMs) in oral and maxillofacial surgery (OMFS).'; q3: 'Further research on clinical validation, prompt formulation, and ethical oversight is essential to safely integrating LLM technologies into OMFS practices.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T19:49:00,,canonical,correct_OUT,"The paper focuses on the clinical applications of AI-based chatbots in oral and maxillofacial surgery, which does not align with the disaster or conflict settings (Axis C) and does not involve small or edge language models (Axis A).",,
S0136,ieee,IEEE_core|IEEE_supp,Chimera: An Efficient Multimodal Embodied Inference Framework with Complexity-Aware Edge-Cloud Routing,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'While complex long-horizon planning requires cloud-based reasoning, creating a fundamental tension between computational resources and timing constraints.'; q3: 'To overcome these limitations, we propose Chimera, an innovative multi-modal embodied inference framework with complexity-aware edge-cloud routing.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T17:36:10,,canonical,correct_OUT,"The paper focuses on smart household scenarios and does not address disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings (Axis C). It also does not discuss small, edge, quantized, distilled, on-device LLMs or head-to-head comparisons of large vs. small models (Axis A). The architecture details provided are not related to the specific criteria of the systematic review.",,
S1433,openalex,OA_q33,CDR-Agent: Intelligent Selection and Execution of Clinical Decision Rules Using Large Language Model Agents.,2024,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'We introduce CDR-Agent, a novel LLM-based system designed to enhance ED decision-making by autonomously identifying and applying the most appropriate CDRs based on unstructured clinical notes.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T19:33:13,,canonical,correct_OUT,"The paper is focused on clinical decision-making in emergency departments and does not align with the specified domain of disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings (Axis C). Additionally, while it involves large language models, it does not specifically address small or edge language models (Axis A) and is not relevant to the context of offline emergency guidance in disaster and conflict settings.",,
S2302,openalex,OA_q34,UNeMo: Collaborative Visual-Language Reasoning and Navigation via a Multimodal World Model,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'UNeMo, a novel framework designed for the collaborative optimization of visual state reasoning and navigational decision-making.'; q3: 'Experiments on R2R and REVERIE datasets show UNeMo outperforms state-of-the-art methods by 2.1% and 0.7% in navigation accuracy for unseen scenes, validating its effectiveness.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T20:48:30,,canonical,correct_OUT,"The paper focuses on Vision-and-Language Navigation (VLN) and does not address the use of language models in disaster, emergency response, or conflict settings. It is purely off-topic.",,
S3690,arxiv,AX_q3,AutoPatch: Multi-Agent Framework for Patching Real-World CVE Vulnerabilities,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q2: 'To address these limitations, we propose AutoPatch, a multi-agent framework designed to patch vulnerable LLM-generated code, particularly those introduced after the LLMs' knowledge cutoff.'; q3: 'AutoPatch integrates Retrieval-Augmented Generation (RAG) with a structured database of recently disclosed vulnerabilities, comprising 525 code snippets derived from 75 high-severity CVEs across real-world systems such as the Linux kernel and Chrome.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T22:53:47,,canonical,correct_OUT,"The paper does not focus on small or edge language models, and it is primarily about a framework for patching vulnerabilities in software, which is outside the domain of disaster, emergency response, or conflict settings.",,
S6443,arxiv,AX_q3,A Hybrid Agent-Based and System Dynamics Framework for Modelling Project Execution and Technology Maturity in Early-Stage R&D,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'This paper presents a hybrid approach to predict the evolution of technological maturity in R and D projects, using the oil and gas sector as an example.'; q3: 'Overall, the model outputs and framework align with expert understanding, supporting their validity as quantitative tools for analysing resource allocation, scheduling efficiency, and technology maturity progression.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T05:48:58,,canonical,correct_OUT,"The paper focuses on predicting technological maturity in R&D projects in the oil and gas sector, using a hybrid approach of System Dynamics and Agent-Based Modelling. It does not address any of the domains related to disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings (Axis C). Additionally, it does not discuss the use of language models (Axis A) or any specific architecture (Axis B) relevant to the review's focus on small and edge language models for offline emergency guidance.",,
S8892,arxiv,AX_q3,Digital staining in optical microscopy using deep learning -- a review,2023,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Until recently, conventional biochemical staining had the undisputed status as well-established benchmark for most biomedical problems related to clinical diagnostics, fundamental research and biotechnology.'; q3: 'Label-free optical technologies, on the other hand, do not rely on exogenous and artificial markers, by exploiting intrinsic optical contrast mechanisms, where the specificity is typically less obvious to the human observer.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T13:04:05,,canonical,correct_OUT,"The paper does not relate to any of the specified domains (disaster, emergency response, mass casualty, civilian conflict/war humanitarian settings) and does not discuss the use of language models or models of any size. It is purely off-topic.",,
S7406,arxiv,AX_q3,Active Inference for Self-Organizing Multi-LLM Systems: A Bayesian Thermodynamic Approach to Adaptation,2024,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: '... their reliance on static prompts limits adaptation to new information and changing environments.'; q3: '... extending active inference beyond traditional low-dimensional control problems to high-dimensional, language-driven environments.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T07:40:27,,canonical,correct_OUT,"The paper focuses on a cognitive framework for adaptive language agents using active inference, but it does not explicitly mention the use of small or edge language models (Axis A). Additionally, the primary application domain appears to be a general cognitive framework rather than disaster or emergency response settings (Axis C).",,
S7224,arxiv,AX_q3,Large Language Models (LLMs) for Telecom Root Cause Analysis (RCA): A Structured Reasoning Framework for Evidence-Grounded Diagnosis,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'directly applying vanilla LLMs to telecom RCA often leads to hallucination, unstable reasoning, and poor alignment with structured network evidence.'; q3: 'Root cause analysis (RCA) is a critical task in telecom network operations, but diagnosing performance degradations in modern 5G and emerging 6G networks remains challenging due to complex cross-layer dependencies.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T07:23:40,,canonical,correct_OUT,"The paper focuses on telecom RCA using large language models and does not align with the defined axes A, B, or C. It is purely off-topic for the given systematic review.",,
S0748,openalex,OA_q29|OA_q48,Multi-Evidence Clinical Reasoning With Retrieval-Augmented Generation for Emergency Triage: Retrospective Evaluation Study (Preprint),2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Large language models (LLMs) show promise as triage decision-support tools but are vulnerable to hallucinations.'; q3: 'In a retrospective single-center evaluation, MECR-RAG and a prompt-only baseline LLM (both DeepSeek-V3) were tested on 236 routine triage encounters to predict 5-level triage categories.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T18:34:26,abstract truncated to 2500 chars,canonical,correct_OUT,"The paper does not discuss any small or edge language models, and it is focused on a retrieval-augmented generation system for emergency triage, which does not fit the specified criteria for the systematic review.",,
S9974,arxiv,AX_q3,Multi-Robot Data-Free Continual Communicative Learning (CCL) from Black-Box Visual Place Recognition Models,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Continual Communicative Learning (CCL), a data-free multi-robot framework in which a traveler robot (student) continually improves its VPR capability by communicating with black-box teacher models.'; q3: 'Furthermore, we propose a Distributed Statistic Integration (DSI) framework that theoretically eliminates catastrophic forgetting by efficiently aggregating sufficient statistics from black-box VPR models.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T14:39:25,,canonical,correct_OUT,"The paper focuses on multi-robot communication and learning, but does not involve language models, small models, or edge devices. It also does not address disaster or emergency response settings directly.",,
S11147,arxiv,AX_q5,Prompting Policies for Multi-step Reasoning and Tool-Use in Black-box LLMs with Iterative Distillation of Experience,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'We propose a Reinforcement Learning (RL) framework for training learned prompting policies via iterative distillation of experience.'; q2: 'Our experimental analysis focuses on the Big Bench Extra Hard (BBEH) and Tau-bench suites, covering a diverse range of multi-step reasoning and tool-use tasks.'; q3: 'We demonstrate significant gains, improving performance from 55% to 90% in logic-intensive reasoning and 74% to 91% in tool-use tasks.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T16:26:29,,canonical,correct_OUT,The paper focuses on optimizing prompt engineering for large language models and does not address small or edge models (Axis A). It also does not pertain to disaster or emergency response settings (Axis C).,,
S8461,arxiv,AX_q3,"SpeedyIBL: A Comprehensive, Precise, and Fast Implementation of Instance-Based Learning Theory",2021,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,e5_no_lm: 'The library is open sourced for the use of the broad research community.',qwen2.5:7b_temp0_schema_v1,2026-09-10T09:31:58,,canonical,correct_OUT,"The paper focuses on Instance-Based Learning Theory (IBLT) and its implementation, SpeedyIBL, which is not related to language models or any of the specified domains (disaster, emergency response, etc.). It does not meet any of the criteria for inclusion in the systematic review.",,
